time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-22T01:24:24.700Z,38.1713,-117.9595,4.8,1.3,ml,14,102.38,0.033,0.17,nn,nn00751543,2020-06-22T01:27:42.497Z,"27 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-22T01:20:12.050Z,33.1653333,-116.0026667,6.49,0.91,ml,35,56,0.1153,0.19,ci,ci39489296,2020-06-24T00:27:42.243Z,"12km ENE of Ocotillo Wells, CA",earthquake,0.27,1.36,0.077,14,reviewed,ci,ci
2020-06-22T01:19:16.673Z,69.4587,-144.0624,8.7,1.7,ml,,,,0.58,ak,ak0207zs7xiy,2020-07-01T05:37:03.647Z,"76 km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-22T01:16:00.350Z,45.6311667,-112.4268333,5.83,0.48,ml,5,117,0.192,0.03,mb,mb80441769,2020-06-23T22:30:31.570Z,"12 km NW of Twin Bridges, Montana",earthquake,0.52,5.36,0.006,2,reviewed,mb,mb
2020-06-22T01:11:59.380Z,44.3271667,-115.4661667,-1.13,2.2,ml,14,96,0.215,0.16,mb,mb80441214,2020-06-22T22:52:54.510Z,"29 km NNE of Lowman, Idaho",earthquake,0.38,1.53,0.284,11,reviewed,mb,mb
2020-06-22T01:01:52.770Z,38.1543,-117.7477,8,1.5,ml,17,113.4,0.029,0.12,nn,nn00751536,2020-06-22T01:05:23.569Z,"41 km SE of Mina, Nevada",earthquake,,2.4,,,automatic,nn,nn
2020-06-22T01:00:26.390Z,38.8086662,-122.8225021,2.23,0.32,md,17,63,0.00522,0.02,nc,nc73413496,2020-06-22T01:24:03.472Z,"7km WNW of The Geysers, CA",earthquake,0.25,0.68,0.24,2,automatic,nc,nc
2020-06-22T00:51:16.650Z,38.8055,-122.8223343,2.61,0.56,md,13,82,0.006317,0.03,nc,nc73413491,2020-06-22T02:32:02.930Z,"6km WNW of The Geysers, CA",earthquake,0.38,0.85,,1,automatic,nc,nc
2020-06-22T00:48:37.620Z,38.1377,-118.0243,8.1,1.4,ml,20,116.9,0.018,0.12,nn,nn00751531,2020-06-22T00:52:43.326Z,"29 km SSE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-06-22T00:44:34.400Z,35.8958333,-117.7045,4.84,0.93,ml,19,68,0.06804,0.07,ci,ci39489280,2020-06-24T00:21:50.556Z,"19km ESE of Little Lake, CA",earthquake,0.11,0.29,0.127,12,reviewed,ci,ci
2020-06-22T00:38:48.164Z,36.94107819,-97.3908844,29.76491928,1.51,ml,13,161.21521,0.09990879893,1.31961753,ok,ok2020medi,2020-06-22T00:41:35.497Z,"5 km WNW of Braman, Oklahoma",earthquake,9.162920571,7.10393307,,10,automatic,ok,ok
2020-06-22T00:35:14.370Z,39.4111667,-110.3038333,-1.59,1.5,ml,13,199,0.02093,0.1,uu,uu60397957,2020-06-23T14:49:47.560Z,"17 km SSE of Sunnyside, Utah",earthquake,0.79,0.57,0.103,4,reviewed,uu,uu
2020-06-22T00:32:17.020Z,53.8616667,-166.7455,6.89,1.06,ml,6,103,0.04136,0.07,av,av62185381,2020-06-22T23:28:50.450Z,"13 km WSW of Dutch Harbor, Alaska",earthquake,0.31,0.59,0.154,4,reviewed,av,av
2020-06-22T00:31:03.592Z,38.1438,-117.9826,11,0.9,ml,18,136.92,0.019,0.1266,nn,nn00751529,2020-06-23T02:19:11.546Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,0.17,7,reviewed,nn,nn
2020-06-22T00:28:00.895Z,61.2256,-145.4746,23.9,1,ml,,,,0.26,ak,ak0207zroauw,2020-07-01T05:37:02.634Z,"48 km ENE of Valdez, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-22T00:19:16.290Z,38.1693,-117.9003,6.9,1.6,ml,11,73.29,0.03,0.17,nn,nn00751528,2020-06-22T00:32:42.577Z,"30 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-22T00:17:50.760Z,33.3178333,-116.3018333,12.18,0.63,ml,20,130,0.04489,0.17,ci,ci39489272,2020-06-24T00:18:18.323Z,"10km NE of Borrego Springs, CA",earthquake,0.38,0.56,0.183,11,reviewed,ci,ci
2020-06-22T00:16:03.000Z,38.1557,-117.8138,13.4,1.1,ml,12,104.49,0.035,0.05,nn,nn00751527,2020-06-22T00:20:42.911Z,"36 km SE of Mina, Nevada",earthquake,,5.9,,,automatic,nn,nn
2020-06-22T00:15:26.630Z,33.67,-116.771,13.64,0.82,ml,26,82,0.0627,0.16,ci,ci39489264,2020-06-22T14:05:07.767Z,"9km SSW of Idyllwild, CA",earthquake,0.38,0.46,0.074,22,reviewed,ci,ci
2020-06-22T00:14:51.250Z,33.659,-116.7788333,13.78,1.65,ml,61,34,0.06439,0.17,ci,ci39489256,2020-06-22T14:05:50.120Z,"11km SSW of Idyllwild, CA",earthquake,0.18,0.3,0.12,27,reviewed,ci,ci
2020-06-22T00:10:44.610Z,17.833,-66.901,14,2.62,md,20,255,0.1438,0.14,pr,pr2020174000,2020-06-22T00:47:14.433Z,"15 km S of Guánica, Puerto Rico",earthquake,0.69,1.09,0.18,13,reviewed,pr,pr
2020-06-22T00:02:14.460Z,35.8986667,-117.7046667,6.98,0.97,ml,13,67,0.06599,0.19,ci,ci39489240,2020-06-22T00:05:59.364Z,"19km ESE of Little Lake, CA",earthquake,0.4,1.53,0.181,12,automatic,ci,ci
2020-06-22T00:00:29.210Z,39.4083333,-110.3041667,-1.66,1.68,md,7,199,0.0226,0.05,uu,uu60397942,2020-06-23T14:44:06.360Z,"17 km SSE of Sunnyside, Utah",earthquake,0.62,0.54,0.277,7,reviewed,uu,uu
2020-06-21T23:54:44.630Z,38.1682,-117.8847,5,1.7,ml,19,73.31,0.022,0.15,nn,nn00751522,2020-06-22T00:10:10.104Z,"31 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-21T23:53:18.950Z,35.727,-117.4786667,1.15,0.43,ml,8,180,0.1311,0.17,ci,ci39489232,2020-06-21T23:56:50.333Z,"8km WSW of Searles Valley, CA",earthquake,0.71,0.91,0.139,5,automatic,ci,ci
2020-06-21T23:53:09.610Z,38.2547,-117.9387,12.7,1.9,ml,14,93.18,0.021,0.01,nn,nn00751520,2020-06-21T23:56:49.000Z,"21 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-21T23:51:15.945Z,38.1376,-117.9731,11.7,2.6,ml,17,46.93,0.011,0.1942,nn,nn00751514,2020-07-02T18:13:47.062Z,"30 km SSE of Mina, Nevada",earthquake,,0.8,0.32,3,reviewed,nn,nn
2020-06-21T23:45:56.190Z,35.61,-117.4076667,8.15,1.76,ml,28,71,0.05025,0.16,ci,ci39489224,2020-06-22T14:07:56.370Z,"17km S of Trona, CA",earthquake,0.3,0.57,0.144,26,reviewed,ci,ci
2020-06-21T23:45:08.040Z,44.371,-115.2188333,11.72,1.89,ml,9,77,0.302,0.11,mb,mb80441189,2020-06-22T21:53:56.880Z,"28 km NW of Stanley, Idaho",earthquake,0.35,0.86,0.211,7,reviewed,mb,mb
2020-06-21T23:41:28.735Z,64.9535,-147.3797,0,1,ml,,,,0.25,ak,ak0207yhwuyk,2020-06-24T03:41:24.864Z,"11 km E of Fox, Alaska",explosion,,0,,,reviewed,ak,ak
2020-06-21T23:41:24.850Z,38.1718,-117.9105,11.4,0.8,ml,10,182.61,0.037,0.04,nn,nn00751510,2020-06-21T23:46:44.633Z,"29 km SE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-06-21T23:39:42.970Z,38.1852,-117.784,4.8,1,ml,9,88.64,0.061,0.06,nn,nn00751509,2020-06-21T23:43:04.442Z,"36 km SE of Mina, Nevada",earthquake,,5.3,,,automatic,nn,nn
2020-06-21T23:36:57.660Z,34.0596667,-116.7623333,14.23,0.82,ml,25,66,0.04497,0.13,ci,ci39489208,2020-06-22T03:05:53.894Z,"16km N of Cabazon, CA",earthquake,0.19,0.33,0.064,16,reviewed,ci,ci
2020-06-21T23:35:10.720Z,38.1697,-117.9877,0.1,1.1,ml,11,125.82,0.03,0.04,nn,nn00751507,2020-06-21T23:42:05.760Z,"26 km SSE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-06-21T23:33:22.020Z,44.2981667,-115.141,6.27,2.29,ml,11,77,0.282,0.18,mb,mb80441184,2020-06-22T22:57:36.250Z,"18 km WNW of Stanley, Idaho",earthquake,0.43,1.13,0.247,9,reviewed,mb,mb
2020-06-21T23:30:56.497Z,61.9811,-144.0736,3.5,1.2,ml,,,,0.28,ak,ak0207yhuk6j,2020-06-24T03:41:23.705Z,"54 km ENE of Kenny Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-21T23:28:44.670Z,17.9183,-66.881,6,2.68,md,17,216,0.0568,0.14,pr,pr2020173011,2020-06-22T00:20:13.331Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.55,0.31,0.21,15,reviewed,pr,pr
2020-06-21T23:25:32.344Z,63.494,-151.0273,4.1,1,ml,,,,0.51,ak,ak0207yhtfro,2020-06-24T03:41:22.540Z,"35 km E of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-21T23:20:51.818Z,-17.6489,-178.5257,547.27,4.1,mb,,183,3.262,0.78,us,us7000ac7n,2020-06-27T04:46:00.040Z,"233 km ENE of Levuka, Fiji",earthquake,16,8.8,0.3,3,reviewed,us,us
2020-06-21T23:20:31.520Z,33.5833333,-116.8081667,6.71,0.38,ml,14,67,0.03821,0.13,ci,ci39489200,2020-06-22T14:07:43.783Z,"13km WNW of Anza, CA",earthquake,0.36,0.61,0.122,10,reviewed,ci,ci
2020-06-21T23:20:24.370Z,19.2081661224365,-155.460494995117,34.8400001525879,2.13,ml,50,140,,0.109999999,hv,hv72010301,2020-06-21T23:25:55.990Z,"1 km ENE of P?hala, Hawaii",earthquake,0.58,0.699999988,5.24,3,automatic,hv,hv
2020-06-21T23:14:04.110Z,38.1585,-117.8333,8.8,1.6,ml,20,63.45,0.026,0.08,nn,nn00751504,2020-06-21T23:31:10.222Z,"35 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-21T23:13:04.020Z,38.8396667,-122.8405,1.94,0.18,md,21,85,0.00406,0.04,nc,nc73413446,2020-06-26T18:50:04.543Z,"10km NW of The Geysers, CA",earthquake,0.22,0.37,0.184,2,reviewed,nc,nc
2020-06-21T23:12:35.470Z,36.2816667,-89.4456667,5.7,1.38,md,13,82,0.02101,0.04,nm,nm60296537,2020-06-22T13:14:37.120Z,"4 km ENE of Ridgely, Tennessee",earthquake,0.35,1.29,0.038,9,reviewed,nm,nm
2020-06-21T23:11:38.520Z,36.063,-119.8176667,14.99,2.2,md,36,138,0.3889,0.18,nc,nc73413441,2020-06-24T02:29:04.366Z,"14km S of Stratford, CA",earthquake,0.55,3.06,0.245,25,reviewed,nc,nc
2020-06-21T23:09:41.850Z,53.8636667,-166.7443333,7.38,0.76,ml,5,105,0.03976,0.06,av,av62185361,2020-06-22T22:22:57.080Z,"13 km WSW of Dutch Harbor, Alaska",earthquake,0.4,0.7,0.297,5,reviewed,av,av
2020-06-21T23:08:31.620Z,36.0726667,-119.8006667,18.82,1.9,md,30,159,0.4038,0.13,nc,nc73413431,2020-06-24T00:05:04.586Z,"13km S of Stratford, CA",earthquake,0.64,1.16,0.088,13,reviewed,nc,nc
2020-06-21T23:07:29.474Z,61.607,-146.516,28.8,1.2,ml,,,,0.44,ak,ak0207yhpkkq,2020-06-24T03:41:21.324Z,"44 km SSE of Nelchina, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-21T23:03:32.122Z,62.3805,-142.5869,2.9,1.1,ml,,,,0.5,ak,ak0207yhopyq,2020-06-24T03:41:20.269Z,"22 km E of Nabesna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-21T23:00:33.720Z,61.7644,-152.0824,103.3,1.1,ml,,,,0.35,ak,ak0207yho382,2020-06-24T03:41:19.261Z,"43 km SW of Skwentna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-21T22:55:02.780Z,34.2528333,-116.4271667,2.76,1.17,ml,24,99,0.05339,0.16,ci,ci39489176,2020-06-21T22:58:38.733Z,"15km N of Yucca Valley, CA",earthquake,0.25,0.36,0.109,26,automatic,ci,ci
2020-06-21T22:53:59.450Z,17.9228,-66.882,6,3.51,md,24,201,0.0524,0.13,pr,pr2020173010,2020-06-22T21:36:45.040Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.45,0.26,0.14,21,reviewed,pr,pr
2020-06-21T22:47:02.590Z,36.0356667,-120.5995,3.22,1.19,md,26,113,0.03318,0.09,nc,nc73413421,2020-06-26T16:22:04.663Z,"22km NW of Parkfield, CA",earthquake,0.29,0.52,0.295,10,reviewed,nc,nc
2020-06-21T22:43:40.480Z,33.196,-115.613,2.87,1.15,ml,9,109,0.01514,0.11,ci,ci39489168,2020-06-21T22:47:18.575Z,"10km WSW of Niland, CA",earthquake,0.38,0.28,0.162,15,automatic,ci,ci
2020-06-21T22:42:09.475Z,-33.5977,-178.8415,10,4.1,mb,,194,6.041,0.78,us,us7000ac7k,2020-07-01T01:53:49.040Z,"south of the Kermadec Islands",earthquake,15.2,2,0.198,7,reviewed,us,us
2020-06-21T22:40:52.633Z,23.1449,93.2856,10.84,5.6,mww,,23,0.578,0.64,us,us6000ag4u,2020-06-30T04:34:28.600Z,"22 km E of North Vanlaiphai, India",earthquake,4,3,0.068,21,reviewed,us,us
2020-06-21T22:39:32.273Z,-39.5666,177.1783,10,4.4,mb,,182,0.665,0.6,us,us7000ac7y,2020-07-01T01:42:15.196Z,"24 km ESE of Napier, New Zealand",earthquake,3.9,1.9,0.162,11,reviewed,us,us
2020-06-21T22:39:26.530Z,40.4095,-125.0236667,-0.13,2.58,md,20,313,0.5278,0.22,nc,nc73413411,2020-06-26T03:54:03.784Z,"63km W of Petrolia, CA",earthquake,7.15,10.4,0.198,21,reviewed,nc,nc
2020-06-21T22:38:44.293Z,58.7934,-134.5275,4.4,1.8,ml,,,,0.5,ak,ak0207yhatdc,2020-06-24T03:41:18.122Z,"55 km N of Juneau, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-21T22:33:24.540Z,38.0308,-118.1227,2.1,1.1,ml,10,204.98,0.053,0.03,nn,nn00751500,2020-06-21T22:40:24.228Z,"38 km NE of Benton, California",earthquake,,8.6,,,automatic,nn,nn
2020-06-21T22:29:36.462Z,-7.2631,125.284,459.01,4.1,mb,,87,2.672,0.53,us,us7000ac7l,2020-07-01T01:30:04.040Z,"146 km N of Likisá, Timor Leste",earthquake,13.9,11.4,0.214,6,reviewed,us,us
2020-06-21T22:24:28.250Z,38.1075,-118.1413,1.4,1.6,ml,12,150.11,0.009,0.14,nn,nn00751498,2020-06-21T22:35:08.031Z,"31 km S of Mina, Nevada",earthquake,,11.7,,,automatic,nn,nn
2020-06-21T22:22:30.270Z,51.7163,-176.8766,71,1.8,ml,,,,0.36,ak,ak0207yh7cuv,2020-06-24T03:41:17.050Z,"24 km SW of Adak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-21T22:20:33.760Z,53.8606667,-166.7506667,7.29,1.19,ml,8,95,0.04451,0.09,av,av62185331,2020-06-22T22:13:54.700Z,"14 km WSW of Dutch Harbor, Alaska",earthquake,0.38,0.56,0.187,7,reviewed,av,av
2020-06-21T22:16:24.280Z,19.2176666259766,-155.381164550781,31.2600002288818,1.84000003,md,33,166,,0.119999997,hv,hv72010231,2020-06-21T22:19:42.530Z,"10 km E of P?hala, Hawaii",earthquake,0.69,0.910000026,0.129999995,5,automatic,hv,hv
2020-06-21T22:14:08.140Z,19.2086658477783,-155.398330688477,31.7900009155273,1.83000004,md,32,170,,0.140000001,hv,hv72010226,2020-06-21T22:17:24.080Z,"8 km E of P?hala, Hawaii",earthquake,0.64,0.819999993,0.910000026,3,automatic,hv,hv
2020-06-21T22:11:03.965Z,67.808,-150.366,8.6,0.6,ml,,,,0.25,ak,ak0207yh4xwe,2020-06-24T03:41:16.081Z,"45 km NNW of Wiseman, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-21T22:06:28.680Z,38.1595,-117.9953,6,1.2,ml,13,128.41,0.03,0.04,nn,nn00751494,2020-06-21T22:20:46.325Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-21T22:05:16.410Z,34.0045,-116.8206667,16.1,1.89,ml,65,30,0.03239,0.18,ci,ci39489128,2020-06-21T22:16:41.090Z,"10km NNW of Cabazon, CA",earthquake,0.18,0.46,0.199,26,automatic,ci,ci
2020-06-21T22:05:00.940Z,33.1993333,-115.6036667,1.52,1.03,ml,10,99,0.02264,0.13,ci,ci39489136,2020-06-21T22:08:38.640Z,"9km WSW of Niland, CA",earthquake,0.28,0.45,0.292,14,automatic,ci,ci
2020-06-21T22:02:06.448Z,-23.7279,69.6418,10,4.7,mb,,76,50.753,0.52,us,us7000ac7f,2020-07-01T01:23:29.040Z,"Mid-Indian Ridge",earthquake,11.2,1.8,0.12,21,reviewed,us,us
2020-06-21T21:59:50.034Z,39.6054,-119.0916,6.3,2.5,ml,12,151.98,0.25,0.1678,nn,nn00751490,2020-07-02T19:03:54.391Z,"13 km E of Fernley, Nevada",earthquake,,3.5,0.22,8,reviewed,nn,nn
2020-06-21T21:59:25.081Z,38.1612,-117.9753,6.3,1.4,ml,17,89,0.026,0.131,nn,nn00751489,2020-07-02T19:03:23.059Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,0.49,2,reviewed,nn,nn
2020-06-21T21:55:25.750Z,38.1507,-117.9767,8.1,1.3,ml,11,104.5,0.013,0.01,nn,nn00751487,2020-06-21T22:01:06.868Z,"29 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-21T21:54:58.400Z,0.8089,29.9312,10,4.3,mb,,89,1.617,0.77,us,us7000ac7g,2020-06-30T21:29:04.040Z,"18 km NW of Bundibugyo, Uganda",earthquake,7.5,1.9,0.147,13,reviewed,us,us
2020-06-21T21:49:49.310Z,53.8614,-166.752,7,1.9,ml,,,,0.33,ak,ak0207ygrr3v,2020-06-24T03:41:14.973Z,"14 km WSW of Dutch Harbor, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-21T21:48:57.316Z,61.55,-150.5103,54.6,1.3,ml,,,,0.36,ak,ak0207ygrjwc,2020-06-24T03:41:13.805Z,"0 km N of Susitna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-21T21:44:36.149Z,36.34883333,-97.37533333,5.68,1.66,ml,67,55,0,0.27,ok,ok2020mdxo,2020-06-22T15:43:56.436Z,"10 km NW of Perry, Oklahoma",earthquake,,0.5,0.34,7,reviewed,ok,ok
2020-06-21T21:39:17.472Z,-6.443,154.0392,10,4.1,mb,,158,2.914,0.7,us,us7000ac7i,2020-06-30T04:49:06.040Z,"160 km W of Panguna, Papua New Guinea",earthquake,11,1.6,0.214,6,reviewed,us,us
2020-06-21T21:32:58.440Z,38.7971667,-122.818,2.55,0.26,md,20,92,0.01385,0.06,nc,nc73413391,2020-06-26T00:17:04.392Z,"6km WNW of The Geysers, CA",earthquake,0.27,0.48,,1,reviewed,nc,nc
2020-06-21T21:30:18.990Z,17.9665,-66.9966,8,3.16,md,23,187,0.0477,0.1,pr,pr2020173009,2020-06-21T21:48:46.597Z,"5 km E of La Parguera, Puerto Rico",earthquake,0.32,0.54,0.17,20,reviewed,pr,pr
2020-06-21T21:29:40.558Z,-33.7292,-178.1262,10,4.4,mb,,146,13.056,0.38,us,us7000ac7p,2020-06-30T04:43:25.040Z,"south of the Kermadec Islands",earthquake,15,1.9,0.154,12,reviewed,us,us
2020-06-21T21:27:49.630Z,38.1698,-117.9887,0,0.7,ml,10,104.23,0.028,0.09,nn,nn00751486,2020-06-21T21:33:24.878Z,"26 km SSE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-21T21:26:27.631Z,66.223,-18.9215,10,4.1,mb,,120,1.789,0.37,us,us6000ag49,2020-06-28T21:21:34.040Z,"7 km N of Siglufjörður, Iceland",earthquake,12.2,2,0.096,30,reviewed,us,us
2020-06-21T21:25:41.510Z,38.8001671,-122.8184967,2.57,0.78,md,18,82,0.01205,0.04,nc,nc73413386,2020-06-21T21:53:03.109Z,"6km WNW of The Geysers, CA",earthquake,0.31,0.52,0.14,2,automatic,nc,nc
2020-06-21T21:24:20.370Z,33.5731667,-116.8071667,6.64,0.11,ml,9,181,0.04137,0.04,ci,ci39489096,2020-06-22T14:14:00.817Z,"12km W of Anza, CA",earthquake,0.34,0.3,0.113,5,reviewed,ci,ci
2020-06-21T21:21:24.220Z,35.6226667,-117.4585,6.3,0.85,ml,12,166,0.03621,0.13,ci,ci39489088,2020-06-21T21:24:59.353Z,"17km SSW of Searles Valley, CA",earthquake,0.53,0.57,0.087,9,automatic,ci,ci
2020-06-21T21:18:16.220Z,33.9383333,-118.3266667,6.63,2.01,ml,42,85,0.05966,0.3,ci,ci39489080,2020-06-22T14:42:12.589Z,"2km E of Lennox, CA",earthquake,0.38,0.89,0.218,24,automatic,ci,ci
2020-06-21T21:17:09.201Z,64.8408,-147.8809,10.3,1.6,ml,,,,0.41,ak,ak0207ygkt14,2020-06-24T03:41:12.555Z,"4 km WSW of College, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-06-21T21:05:31.400Z,38.1658,-117.843,8.2,1.8,ml,22,62.96,0.013,0.1,nn,nn00751477,2020-06-22T05:08:09.252Z,"34 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-21T21:01:14.506Z,39.599,-119.0825,9.1,2.6,ml,14,108.37,0.259,0.1742,nn,nn00751474,2020-07-13T03:49:01.315Z,"14 km E of Fernley, Nevada",earthquake,,5.8,0.21,7,reviewed,nn,nn
2020-06-21T20:56:38.280Z,38.7993317,-122.8198318,2.72,0.36,md,14,86,0.012,0.02,nc,nc73413376,2020-06-21T21:43:05.037Z,"6km WNW of The Geysers, CA",earthquake,0.37,0.78,0.24,2,automatic,nc,nc
2020-06-21T20:52:51.640Z,38.7985001,-122.8218307,2.99,0.56,md,8,90,0.01153,0.01,nc,nc73413366,2020-06-21T21:32:02.970Z,"6km WNW of The Geysers, CA",earthquake,0.58,1.26,,2,automatic,nc,nc
2020-06-21T20:52:15.589Z,36.36483333,-97.35783333,7,1.23,ml,43,56,0.106179164,0.33,ok,ok2020mdvv,2020-07-02T19:48:58.767Z,"10 km NW of Perry, Oklahoma",earthquake,,0.9,0.18,8,reviewed,ok,ok
2020-06-21T20:51:08.848Z,39.6011,-119.0895,12.1,2.8,ml,33,108.23,0.253,0.2503,nn,nn00751469,2020-06-22T02:18:49.923Z,"13 km E of Fernley, Nevada",earthquake,,2.5,0.28,12,reviewed,nn,nn
2020-06-21T20:46:05.830Z,34.1978333,-116.8176667,0.21,1.14,ml,25,45,0.1069,0.18,ci,ci39489048,2020-06-21T20:49:51.986Z,"8km SSE of Big Bear City, CA",earthquake,0.21,0.44,0.129,25,automatic,ci,ci
2020-06-21T20:44:36.950Z,19.3656673431396,-155.494506835938,8.14000034332275,1.82000005,md,43,61,,0.170000002,hv,hv72010126,2020-06-21T20:47:39.600Z,"18 km N of P?hala, Hawaii",earthquake,0.35,0.819999993,0.239999995,25,automatic,hv,hv
2020-06-21T20:43:42.981Z,38.161,-117.906,8,2.4,ml,27,48.05,0.027,0.2353,nn,nn00751466,2020-06-22T04:46:17.771Z,"31 km SE of Mina, Nevada",earthquake,,0.7,0.5,11,reviewed,nn,nn
2020-06-21T20:42:46.700Z,36.5371667,-89.6063333,8.95,1.53,md,15,83,0.05098,0.07,nm,nm60296527,2020-06-22T13:45:05.460Z,"2 km NNE of Marston, Missouri",earthquake,0.29,0.64,0.155,14,reviewed,nm,nm
2020-06-21T20:39:05.600Z,38.245,-117.9268,5.6,0.9,ml,12,114.86,0.049,0.08,nn,nn00751464,2020-06-21T20:44:45.128Z,"22 km SE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-06-21T20:36:43.494Z,39.6041,-119.0883,13.5,2.4,ml,22,152.05,0.252,0.254,nn,nn00751460,2020-06-22T02:18:42.608Z,"14 km E of Fernley, Nevada",earthquake,,4.4,0.23,9,reviewed,nn,nn
2020-06-21T20:35:00.580Z,37.4183333,-118.5021667,3.49,1.63,md,9,138,0.05934,0.04,nc,nc73413356,2020-06-22T12:48:02.704Z,"8km NNW of West Bishop, CA",earthquake,0.55,0.86,0.39,7,reviewed,nc,nc
2020-06-21T20:34:10.310Z,58.43,-154.8361667,2.65,-0.24,ml,6,146,0.05059,0.16,av,av70904139,2020-06-24T22:34:52.010Z,"98 km NNW of Karluk, Alaska",earthquake,0.58,0.62,0.205,6,reviewed,av,av
2020-06-21T20:29:56.990Z,38.1815,-117.9777,2.9,1.5,ml,11,92.84,0.023,0.18,nn,nn00751457,2020-06-21T20:37:45.921Z,"25 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-21T20:29:45.060Z,19.1790008544922,-155.49333190918,35.3400001525879,1.86000001,md,36,199,,0.109999999,hv,hv72010111,2020-06-21T20:32:56.230Z,"3 km SSW of P?hala, Hawaii",earthquake,0.85,1.15999997,1.66999996,6,automatic,hv,hv
2020-06-21T20:26:35.930Z,38.139,-118.0077,1.8,0.7,ml,8,152.05,0.034,0.06,nn,nn00751456,2020-06-21T20:31:03.896Z,"29 km SSE of Mina, Nevada",earthquake,,9.5,,,automatic,nn,nn
2020-06-21T20:25:25.696Z,61.9979,-149.801,52.7,1.2,ml,,,,0.43,ak,ak0207yg14f6,2020-06-24T03:41:11.398Z,"18 km S of Y, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-21T20:23:22.700Z,38.8089981,-122.81633,2.49,0.55,md,12,70,0.01004,0.02,nc,nc73413351,2020-06-21T20:51:03.737Z,"6km NW of The Geysers, CA",earthquake,0.33,0.71,,1,automatic,nc,nc
2020-06-21T20:23:13.930Z,17.9158,-66.9656,13,2.84,md,21,227,0.0952,0.15,pr,pr2020173008,2020-06-21T20:49:29.290Z,"8 km SW of Guánica, Puerto Rico",earthquake,0.8,0.4,0.22,15,reviewed,pr,pr
2020-06-21T20:20:51.710Z,38.8079987,-122.7801666,2.44,0.55,md,9,95,0.01183,0.01,nc,nc73413346,2020-06-21T20:46:07.700Z,"4km NNW of The Geysers, CA",earthquake,0.52,1.15,,1,automatic,nc,nc
2020-06-21T20:20:44.776Z,66.3076,-142.3456,1.2,2.1,ml,,,,0.59,ak,ak0207yg03bz,2020-06-24T03:41:10.107Z,"72 km ESE of Chalkyitsik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-21T20:14:29.210Z,38.1808,-117.9793,4.2,1.5,ml,18,81.04,0.031,0.13,nn,nn00751452,2020-06-21T20:18:07.666Z,"25 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-21T20:13:34.359Z,36.204,-96.97366667,6.32,0.55,ml,34,55,0.09358163609,0.19,ok,ok2020mduo,2020-07-02T19:38:44.516Z,"5 km WSW of Glencoe, Oklahoma",earthquake,,0.7,0.21,7,reviewed,ok,ok
2020-06-21T20:13:09.714Z,-18.8974,169.2278,203.88,4.6,mb,,104,2.805,0.38,us,us6000ag2z,2020-06-21T20:32:47.040Z,"71 km N of Isangel, Vanuatu",earthquake,9.5,5.3,0.054,104,reviewed,us,us
